"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","UNEMP","TOT","PC_LF","Q","2008-Q2",6.14377,
"SWE","UNEMP","TOT","PC_LF","Q","2008-Q3",6.206215,
"SWE","UNEMP","TOT","PC_LF","Q","2008-Q4",6.72195,
"SWE","UNEMP","TOT","PC_LF","Q","2009-Q1",7.450603,
"SWE","UNEMP","TOT","PC_LF","Q","2009-Q2",8.234294,
"SWE","UNEMP","TOT","PC_LF","Q","2009-Q3",8.730614,
"SWE","UNEMP","TOT","PC_LF","Q","2009-Q4",8.973003,
"SWE","UNEMP","TOT","PC_LF","Q","2010-Q1",8.9264,
"SWE","UNEMP","TOT","PC_LF","Q","2010-Q2",8.638465,
"SWE","UNEMP","TOT","PC_LF","Q","2010-Q3",8.60288,
"SWE","UNEMP","TOT","PC_LF","Q","2010-Q4",8.176313,
"SWE","UNEMP","TOT","PC_LF","Q","2011-Q1",7.93295,
"SWE","UNEMP","TOT","PC_LF","Q","2011-Q2",7.816401,
"SWE","UNEMP","TOT","PC_LF","Q","2011-Q3",7.66949,
"SWE","UNEMP","TOT","PC_LF","Q","2011-Q4",7.767506,
"SWE","UNEMP","TOT","PC_LF","Q","2012-Q1",7.746159,
"SWE","UNEMP","TOT","PC_LF","Q","2012-Q2",7.891282,
"SWE","UNEMP","TOT","PC_LF","Q","2012-Q3",8.117124,
"SWE","UNEMP","TOT","PC_LF","Q","2012-Q4",8.173594,
"SWE","UNEMP","TOT","PC_LF","Q","2013-Q1",8.129207,
"SWE","UNEMP","TOT","PC_LF","Q","2013-Q2",8.064851,
"SWE","UNEMP","TOT","PC_LF","Q","2013-Q3",8.025625,
"SWE","UNEMP","TOT","PC_LF","Q","2013-Q4",8.00151,
"SWE","UNEMP","TOT","PC_LF","Q","2014-Q1",8.050879,
"SWE","UNEMP","TOT","PC_LF","Q","2014-Q2",7.967947,
"SWE","UNEMP","TOT","PC_LF","Q","2014-Q3",7.933298,
"SWE","UNEMP","TOT","PC_LF","Q","2014-Q4",7.857427,
"SWE","UNEMP","TOT","PC_LF","Q","2015-Q1",7.718119,
"SWE","UNEMP","TOT","PC_LF","Q","2015-Q2",7.551865,
"SWE","UNEMP","TOT","PC_LF","Q","2015-Q3",7.250652,
"SWE","UNEMP","TOT","PC_LF","Q","2015-Q4",7.113707,
"CHE","UNEMP","TOT","PC_LF","Q","1999-Q2",3.144907,
"CHE","UNEMP","TOT","PC_LF","Q","2000-Q2",2.664994,
"CHE","UNEMP","TOT","PC_LF","Q","2001-Q2",2.490901,
"CHE","UNEMP","TOT","PC_LF","Q","2002-Q2",2.92339,
"CHE","UNEMP","TOT","PC_LF","Q","2003-Q2",4.115555,
"CHE","UNEMP","TOT","PC_LF","Q","2004-Q2",4.316408,
"CHE","UNEMP","TOT","PC_LF","Q","2005-Q2",4.436162,
"CHE","UNEMP","TOT","PC_LF","Q","2006-Q2",3.99981,
"CHE","UNEMP","TOT","PC_LF","Q","2007-Q2",3.650983,
"CHE","UNEMP","TOT","PC_LF","Q","2008-Q2",3.350551,
"CHE","UNEMP","TOT","PC_LF","Q","2009-Q2",4.115744,"B"
"CHE","UNEMP","TOT","PC_LF","Q","2010-Q1",5.139883,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2010-Q2",4.248563,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2010-Q3",4.64642,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2010-Q4",4.147302,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2011-Q1",4.387812,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2011-Q2",3.567093,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2011-Q3",4.165479,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2011-Q4",4.025239,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2012-Q1",4.312083,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2012-Q2",3.734367,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2012-Q3",4.322306,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2012-Q4",4.369371,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2013-Q1",4.63609,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2013-Q2",4.158851,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2013-Q3",4.670435,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2013-Q4",4.09173,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2014-Q1",4.826366,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2014-Q2",4.410178,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2014-Q3",4.828543,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2014-Q4",4.089335,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2015-Q1",4.401613,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2015-Q2",4.169712,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2015-Q3",4.917181,"E"
"CHE","UNEMP","TOT","PC_LF","Q","2015-Q4",4.705447,"E"
"TUR","UNEMP","TOT","PC_LF","Q","2006-Q1",9.204778,
"TUR","UNEMP","TOT","PC_LF","Q","2006-Q2",8.560289,
"TUR","UNEMP","TOT","PC_LF","Q","2006-Q3",8.653495,
"TUR","UNEMP","TOT","PC_LF","Q","2006-Q4",8.415083,
"TUR","UNEMP","TOT","PC_LF","Q","2007-Q1",8.636694,
"TUR","UNEMP","TOT","PC_LF","Q","2007-Q2",8.886054,
"TUR","UNEMP","TOT","PC_LF","Q","2007-Q3",8.83782,
"TUR","UNEMP","TOT","PC_LF","Q","2007-Q4",9.157818,
"TUR","UNEMP","TOT","PC_LF","Q","2008-Q1",9.167778,
"TUR","UNEMP","TOT","PC_LF","Q","2008-Q2",8.949169,
"TUR","UNEMP","TOT","PC_LF","Q","2008-Q3",9.51105,
"TUR","UNEMP","TOT","PC_LF","Q","2008-Q4",11.23708,
"TUR","UNEMP","TOT","PC_LF","Q","2009-Q1",12.47109,
"TUR","UNEMP","TOT","PC_LF","Q","2009-Q2",13.34247,
"TUR","UNEMP","TOT","PC_LF","Q","2009-Q3",12.68975,
"TUR","UNEMP","TOT","PC_LF","Q","2009-Q4",11.79151,
"TUR","UNEMP","TOT","PC_LF","Q","2010-Q1",11.45659,
"TUR","UNEMP","TOT","PC_LF","Q","2010-Q2",10.79535,
"TUR","UNEMP","TOT","PC_LF","Q","2010-Q3",10.54387,
"TUR","UNEMP","TOT","PC_LF","Q","2010-Q4",9.767764,
"TUR","UNEMP","TOT","PC_LF","Q","2011-Q1",9.180431,
"TUR","UNEMP","TOT","PC_LF","Q","2011-Q2",9.336826,
"TUR","UNEMP","TOT","PC_LF","Q","2011-Q3",8.54456,
"TUR","UNEMP","TOT","PC_LF","Q","2011-Q4",8.110579,
"TUR","UNEMP","TOT","PC_LF","Q","2012-Q1",8.295637,
"TUR","UNEMP","TOT","PC_LF","Q","2012-Q2",7.988504,
"TUR","UNEMP","TOT","PC_LF","Q","2012-Q3",7.977482,
"TUR","UNEMP","TOT","PC_LF","Q","2012-Q4",8.298195,
"TUR","UNEMP","TOT","PC_LF","Q","2013-Q1",8.389881,
"TUR","UNEMP","TOT","PC_LF","Q","2013-Q2",8.730803,
"TUR","UNEMP","TOT","PC_LF","Q","2013-Q3",8.981211,
"TUR","UNEMP","TOT","PC_LF","Q","2013-Q4",8.842867,"B"
"TUR","UNEMP","TOT","PC_LF","Q","2014-Q1",9.096951,
"TUR","UNEMP","TOT","PC_LF","Q","2014-Q2",9.572474,
"TUR","UNEMP","TOT","PC_LF","Q","2014-Q3",10.27866,
"TUR","UNEMP","TOT","PC_LF","Q","2014-Q4",10.59571,
"TUR","UNEMP","TOT","PC_LF","Q","2015-Q1",10.0907,
"TUR","UNEMP","TOT","PC_LF","Q","2015-Q2",10.172,
"TUR","UNEMP","TOT","PC_LF","Q","2015-Q3",10.32589,
"TUR","UNEMP","TOT","PC_LF","Q","2015-Q4",10.37295,
"GBR","UNEMP","TOT","PC_LF","Q","1999-Q2",6.193107,
"GBR","UNEMP","TOT","PC_LF","Q","1999-Q3",6.032604,
"GBR","UNEMP","TOT","PC_LF","Q","1999-Q4",5.887789,
"GBR","UNEMP","TOT","PC_LF","Q","2000-Q1",5.851197,
"GBR","UNEMP","TOT","PC_LF","Q","2000-Q2",5.701111,
"GBR","UNEMP","TOT","PC_LF","Q","2000-Q3",5.39115,
"GBR","UNEMP","TOT","PC_LF","Q","2000-Q4",5.358048,
"GBR","UNEMP","TOT","PC_LF","Q","2001-Q1",5.144502,
"GBR","UNEMP","TOT","PC_LF","Q","2001-Q2",4.814004,
"GBR","UNEMP","TOT","PC_LF","Q","2001-Q3",5.023592,
"GBR","UNEMP","TOT","PC_LF","Q","2001-Q4",5.064895,
"GBR","UNEMP","TOT","PC_LF","Q","2002-Q1",5.072199,
"GBR","UNEMP","TOT","PC_LF","Q","2002-Q2",5.155042,
"GBR","UNEMP","TOT","PC_LF","Q","2002-Q3",5.151001,
"GBR","UNEMP","TOT","PC_LF","Q","2002-Q4",5.146518,
"GBR","UNEMP","TOT","PC_LF","Q","2003-Q1",5.042879,
"GBR","UNEMP","TOT","PC_LF","Q","2003-Q2",4.910922,
"GBR","UNEMP","TOT","PC_LF","Q","2003-Q3",5.008912,
"GBR","UNEMP","TOT","PC_LF","Q","2003-Q4",4.91008,
"GBR","UNEMP","TOT","PC_LF","Q","2004-Q1",4.703875,
"GBR","UNEMP","TOT","PC_LF","Q","2004-Q2",4.684079,
"GBR","UNEMP","TOT","PC_LF","Q","2004-Q3",4.668612,
"GBR","UNEMP","TOT","PC_LF","Q","2004-Q4",4.72323,
"GBR","UNEMP","TOT","PC_LF","Q","2005-Q1",4.660515,
"GBR","UNEMP","TOT","PC_LF","Q","2005-Q2",4.618227,
"GBR","UNEMP","TOT","PC_LF","Q","2005-Q3",4.619738,
"GBR","UNEMP","TOT","PC_LF","Q","2005-Q4",5.11853,"B"
"GBR","UNEMP","TOT","PC_LF","Q","2006-Q1",5.187723,
"GBR","UNEMP","TOT","PC_LF","Q","2006-Q2",5.389504,
"GBR","UNEMP","TOT","PC_LF","Q","2006-Q3",5.444364,
"GBR","UNEMP","TOT","PC_LF","Q","2006-Q4",5.378335,
"GBR","UNEMP","TOT","PC_LF","Q","2007-Q1",5.489196,
"GBR","UNEMP","TOT","PC_LF","Q","2007-Q2",5.276577,
"GBR","UNEMP","TOT","PC_LF","Q","2007-Q3",5.254386,
"GBR","UNEMP","TOT","PC_LF","Q","2007-Q4",5.033048,
"GBR","UNEMP","TOT","PC_LF","Q","2008-Q1",5.121072,
"GBR","UNEMP","TOT","PC_LF","Q","2008-Q2",5.261009,
"GBR","UNEMP","TOT","PC_LF","Q","2008-Q3",5.81122,
"GBR","UNEMP","TOT","PC_LF","Q","2008-Q4",6.26689,
"GBR","UNEMP","TOT","PC_LF","Q","2009-Q1",7.00936,
"GBR","UNEMP","TOT","PC_LF","Q","2009-Q2",7.704782,
"GBR","UNEMP","TOT","PC_LF","Q","2009-Q3",7.732082,
"GBR","UNEMP","TOT","PC_LF","Q","2009-Q4",7.698802,
"GBR","UNEMP","TOT","PC_LF","Q","2010-Q1",7.946642,
"GBR","UNEMP","TOT","PC_LF","Q","2010-Q2",7.777723,
"GBR","UNEMP","TOT","PC_LF","Q","2010-Q3",7.623092,
"GBR","UNEMP","TOT","PC_LF","Q","2010-Q4",7.79539,
"GBR","UNEMP","TOT","PC_LF","Q","2011-Q1",7.721611,
"GBR","UNEMP","TOT","PC_LF","Q","2011-Q2",7.907401,
"GBR","UNEMP","TOT","PC_LF","Q","2011-Q3",8.188407,
"GBR","UNEMP","TOT","PC_LF","Q","2011-Q4",8.32796,
"GBR","UNEMP","TOT","PC_LF","Q","2012-Q1",8.160501,
"GBR","UNEMP","TOT","PC_LF","Q","2012-Q2",7.923587,
"GBR","UNEMP","TOT","PC_LF","Q","2012-Q3",7.737372,
"GBR","UNEMP","TOT","PC_LF","Q","2012-Q4",7.739871,
"GBR","UNEMP","TOT","PC_LF","Q","2013-Q1",7.783264,
"GBR","UNEMP","TOT","PC_LF","Q","2013-Q2",7.708422,
"GBR","UNEMP","TOT","PC_LF","Q","2013-Q3",7.510218,
"GBR","UNEMP","TOT","PC_LF","Q","2013-Q4",7.139335,
"GBR","UNEMP","TOT","PC_LF","Q","2014-Q1",6.689219,
"GBR","UNEMP","TOT","PC_LF","Q","2014-Q2",6.218444,
"GBR","UNEMP","TOT","PC_LF","Q","2014-Q3",5.919022,
"GBR","UNEMP","TOT","PC_LF","Q","2014-Q4",5.639961,
"GBR","UNEMP","TOT","PC_LF","Q","2015-Q1",5.44734,
"GBR","UNEMP","TOT","PC_LF","Q","2015-Q2",5.492393,
"GBR","UNEMP","TOT","PC_LF","Q","2015-Q3",5.275894,
"GBR","UNEMP","TOT","PC_LF","Q","2015-Q4",4.9844,
"USA","UNEMP","TOT","PC_LF","Q","1955-Q1",4.733333,
"USA","UNEMP","TOT","PC_LF","Q","1955-Q2",4.4,
"USA","UNEMP","TOT","PC_LF","Q","1955-Q3",4.1,
"USA","UNEMP","TOT","PC_LF","Q","1955-Q4",4.233333,
"USA","UNEMP","TOT","PC_LF","Q","1956-Q1",4.033333,
"USA","UNEMP","TOT","PC_LF","Q","1956-Q2",4.2,
"USA","UNEMP","TOT","PC_LF","Q","1956-Q3",4.133333,
"USA","UNEMP","TOT","PC_LF","Q","1956-Q4",4.133333,
"USA","UNEMP","TOT","PC_LF","Q","1957-Q1",3.933333,
"USA","UNEMP","TOT","PC_LF","Q","1957-Q2",4.1,
"USA","UNEMP","TOT","PC_LF","Q","1957-Q3",4.233333,
"USA","UNEMP","TOT","PC_LF","Q","1957-Q4",4.933333,
"USA","UNEMP","TOT","PC_LF","Q","1958-Q1",6.3,
"USA","UNEMP","TOT","PC_LF","Q","1958-Q2",7.366667,
"USA","UNEMP","TOT","PC_LF","Q","1958-Q3",7.333333,
"USA","UNEMP","TOT","PC_LF","Q","1958-Q4",6.366667,
"USA","UNEMP","TOT","PC_LF","Q","1959-Q1",5.833333,
"USA","UNEMP","TOT","PC_LF","Q","1959-Q2",5.1,
"USA","UNEMP","TOT","PC_LF","Q","1959-Q3",5.266667,
"USA","UNEMP","TOT","PC_LF","Q","1959-Q4",5.6,
"USA","UNEMP","TOT","PC_LF","Q","1960-Q1",5.133333,
"USA","UNEMP","TOT","PC_LF","Q","1960-Q2",5.233333,
"USA","UNEMP","TOT","PC_LF","Q","1960-Q3",5.533333,
"USA","UNEMP","TOT","PC_LF","Q","1960-Q4",6.266667,
"USA","UNEMP","TOT","PC_LF","Q","1961-Q1",6.8,
"USA","UNEMP","TOT","PC_LF","Q","1961-Q2",7,
"USA","UNEMP","TOT","PC_LF","Q","1961-Q3",6.766667,
"USA","UNEMP","TOT","PC_LF","Q","1961-Q4",6.2,
"USA","UNEMP","TOT","PC_LF","Q","1962-Q1",5.633333,
"USA","UNEMP","TOT","PC_LF","Q","1962-Q2",5.533333,
"USA","UNEMP","TOT","PC_LF","Q","1962-Q3",5.566667,
"USA","UNEMP","TOT","PC_LF","Q","1962-Q4",5.533333,
"USA","UNEMP","TOT","PC_LF","Q","1963-Q1",5.766667,
"USA","UNEMP","TOT","PC_LF","Q","1963-Q2",5.733333,
"USA","UNEMP","TOT","PC_LF","Q","1963-Q3",5.5,
"USA","UNEMP","TOT","PC_LF","Q","1963-Q4",5.566667,
"USA","UNEMP","TOT","PC_LF","Q","1964-Q1",5.466667,
"USA","UNEMP","TOT","PC_LF","Q","1964-Q2",5.2,
"USA","UNEMP","TOT","PC_LF","Q","1964-Q3",5,
"USA","UNEMP","TOT","PC_LF","Q","1964-Q4",4.966667,
"USA","UNEMP","TOT","PC_LF","Q","1965-Q1",4.9,
"USA","UNEMP","TOT","PC_LF","Q","1965-Q2",4.666667,
"USA","UNEMP","TOT","PC_LF","Q","1965-Q3",4.366667,
"USA","UNEMP","TOT","PC_LF","Q","1965-Q4",4.1,
"USA","UNEMP","TOT","PC_LF","Q","1966-Q1",3.866667,
"USA","UNEMP","TOT","PC_LF","Q","1966-Q2",3.833333,
"USA","UNEMP","TOT","PC_LF","Q","1966-Q3",3.766667,
"USA","UNEMP","TOT","PC_LF","Q","1966-Q4",3.7,
"USA","UNEMP","TOT","PC_LF","Q","1967-Q1",3.833333,
"USA","UNEMP","TOT","PC_LF","Q","1967-Q2",3.833333,
"USA","UNEMP","TOT","PC_LF","Q","1967-Q3",3.8,
"USA","UNEMP","TOT","PC_LF","Q","1967-Q4",3.9,
"USA","UNEMP","TOT","PC_LF","Q","1968-Q1",3.733333,
"USA","UNEMP","TOT","PC_LF","Q","1968-Q2",3.566667,
"USA","UNEMP","TOT","PC_LF","Q","1968-Q3",3.533333,
"USA","UNEMP","TOT","PC_LF","Q","1968-Q4",3.4,
"USA","UNEMP","TOT","PC_LF","Q","1969-Q1",3.4,
"USA","UNEMP","TOT","PC_LF","Q","1969-Q2",3.433333,
"USA","UNEMP","TOT","PC_LF","Q","1969-Q3",3.566667,
"USA","UNEMP","TOT","PC_LF","Q","1969-Q4",3.566667,
"USA","UNEMP","TOT","PC_LF","Q","1970-Q1",4.166667,
"USA","UNEMP","TOT","PC_LF","Q","1970-Q2",4.766667,
"USA","UNEMP","TOT","PC_LF","Q","1970-Q3",5.166667,
"USA","UNEMP","TOT","PC_LF","Q","1970-Q4",5.833333,
"USA","UNEMP","TOT","PC_LF","Q","1971-Q1",5.933333,
"USA","UNEMP","TOT","PC_LF","Q","1971-Q2",5.9,
"USA","UNEMP","TOT","PC_LF","Q","1971-Q3",6.033333,
"USA","UNEMP","TOT","PC_LF","Q","1971-Q4",5.933333,
"USA","UNEMP","TOT","PC_LF","Q","1972-Q1",5.766667,
"USA","UNEMP","TOT","PC_LF","Q","1972-Q2",5.7,
"USA","UNEMP","TOT","PC_LF","Q","1972-Q3",5.566667,
"USA","UNEMP","TOT","PC_LF","Q","1972-Q4",5.366667,
"USA","UNEMP","TOT","PC_LF","Q","1973-Q1",4.933333,
"USA","UNEMP","TOT","PC_LF","Q","1973-Q2",4.933333,
"USA","UNEMP","TOT","PC_LF","Q","1973-Q3",4.8,
"USA","UNEMP","TOT","PC_LF","Q","1973-Q4",4.766667,
"USA","UNEMP","TOT","PC_LF","Q","1974-Q1",5.133333,
"USA","UNEMP","TOT","PC_LF","Q","1974-Q2",5.2,
"USA","UNEMP","TOT","PC_LF","Q","1974-Q3",5.633333,
"USA","UNEMP","TOT","PC_LF","Q","1974-Q4",6.6,
"USA","UNEMP","TOT","PC_LF","Q","1975-Q1",8.266666,
"USA","UNEMP","TOT","PC_LF","Q","1975-Q2",8.866667,
"USA","UNEMP","TOT","PC_LF","Q","1975-Q3",8.466666,
"USA","UNEMP","TOT","PC_LF","Q","1975-Q4",8.3,
"USA","UNEMP","TOT","PC_LF","Q","1976-Q1",7.733333,
"USA","UNEMP","TOT","PC_LF","Q","1976-Q2",7.566667,
"USA","UNEMP","TOT","PC_LF","Q","1976-Q3",7.733333,
"USA","UNEMP","TOT","PC_LF","Q","1976-Q4",7.766667,
"USA","UNEMP","TOT","PC_LF","Q","1977-Q1",7.5,
"USA","UNEMP","TOT","PC_LF","Q","1977-Q2",7.133333,
"USA","UNEMP","TOT","PC_LF","Q","1977-Q3",6.9,
"USA","UNEMP","TOT","PC_LF","Q","1977-Q4",6.666667,
"USA","UNEMP","TOT","PC_LF","Q","1978-Q1",6.333333,
"USA","UNEMP","TOT","PC_LF","Q","1978-Q2",6,
"USA","UNEMP","TOT","PC_LF","Q","1978-Q3",6.033333,
"USA","UNEMP","TOT","PC_LF","Q","1978-Q4",5.9,
"USA","UNEMP","TOT","PC_LF","Q","1979-Q1",5.866667,
"USA","UNEMP","TOT","PC_LF","Q","1979-Q2",5.7,
"USA","UNEMP","TOT","PC_LF","Q","1979-Q3",5.866667,
"USA","UNEMP","TOT","PC_LF","Q","1979-Q4",5.966667,
"USA","UNEMP","TOT","PC_LF","Q","1980-Q1",6.3,
"USA","UNEMP","TOT","PC_LF","Q","1980-Q2",7.333333,
"USA","UNEMP","TOT","PC_LF","Q","1980-Q3",7.666667,
"USA","UNEMP","TOT","PC_LF","Q","1980-Q4",7.4,
"USA","UNEMP","TOT","PC_LF","Q","1981-Q1",7.433333,
"USA","UNEMP","TOT","PC_LF","Q","1981-Q2",7.4,
"USA","UNEMP","TOT","PC_LF","Q","1981-Q3",7.4,
"USA","UNEMP","TOT","PC_LF","Q","1981-Q4",8.233334,
"USA","UNEMP","TOT","PC_LF","Q","1982-Q1",8.833333,
"USA","UNEMP","TOT","PC_LF","Q","1982-Q2",9.433333,
"USA","UNEMP","TOT","PC_LF","Q","1982-Q3",9.9,
"USA","UNEMP","TOT","PC_LF","Q","1982-Q4",10.66667,
"USA","UNEMP","TOT","PC_LF","Q","1983-Q1",10.36667,
"USA","UNEMP","TOT","PC_LF","Q","1983-Q2",10.13333,
"USA","UNEMP","TOT","PC_LF","Q","1983-Q3",9.366667,
"USA","UNEMP","TOT","PC_LF","Q","1983-Q4",8.533334,
"USA","UNEMP","TOT","PC_LF","Q","1984-Q1",7.866667,
"USA","UNEMP","TOT","PC_LF","Q","1984-Q2",7.433333,
"USA","UNEMP","TOT","PC_LF","Q","1984-Q3",7.433333,
"USA","UNEMP","TOT","PC_LF","Q","1984-Q4",7.3,
"USA","UNEMP","TOT","PC_LF","Q","1985-Q1",7.233333,
"USA","UNEMP","TOT","PC_LF","Q","1985-Q2",7.3,
"USA","UNEMP","TOT","PC_LF","Q","1985-Q3",7.2,
"USA","UNEMP","TOT","PC_LF","Q","1985-Q4",7.033333,
"USA","UNEMP","TOT","PC_LF","Q","1986-Q1",7.033333,
"USA","UNEMP","TOT","PC_LF","Q","1986-Q2",7.166667,
"USA","UNEMP","TOT","PC_LF","Q","1986-Q3",6.966667,
"USA","UNEMP","TOT","PC_LF","Q","1986-Q4",6.833333,
"USA","UNEMP","TOT","PC_LF","Q","1987-Q1",6.6,
"USA","UNEMP","TOT","PC_LF","Q","1987-Q2",6.266667,
"USA","UNEMP","TOT","PC_LF","Q","1987-Q3",6,
"USA","UNEMP","TOT","PC_LF","Q","1987-Q4",5.833333,
"USA","UNEMP","TOT","PC_LF","Q","1988-Q1",5.7,
"USA","UNEMP","TOT","PC_LF","Q","1988-Q2",5.466667,
"USA","UNEMP","TOT","PC_LF","Q","1988-Q3",5.466667,
"USA","UNEMP","TOT","PC_LF","Q","1988-Q4",5.333333,
"USA","UNEMP","TOT","PC_LF","Q","1989-Q1",5.2,
"USA","UNEMP","TOT","PC_LF","Q","1989-Q2",5.233333,
"USA","UNEMP","TOT","PC_LF","Q","1989-Q3",5.233333,
"USA","UNEMP","TOT","PC_LF","Q","1989-Q4",5.366667,
"USA","UNEMP","TOT","PC_LF","Q","1990-Q1",5.3,
"USA","UNEMP","TOT","PC_LF","Q","1990-Q2",5.333333,
"USA","UNEMP","TOT","PC_LF","Q","1990-Q3",5.7,
"USA","UNEMP","TOT","PC_LF","Q","1990-Q4",6.133333,
"USA","UNEMP","TOT","PC_LF","Q","1991-Q1",6.6,
"USA","UNEMP","TOT","PC_LF","Q","1991-Q2",6.833333,
"USA","UNEMP","TOT","PC_LF","Q","1991-Q3",6.866667,
"USA","UNEMP","TOT","PC_LF","Q","1991-Q4",7.1,
"USA","UNEMP","TOT","PC_LF","Q","1992-Q1",7.366667,
"USA","UNEMP","TOT","PC_LF","Q","1992-Q2",7.6,
"USA","UNEMP","TOT","PC_LF","Q","1992-Q3",7.633333,
"USA","UNEMP","TOT","PC_LF","Q","1992-Q4",7.366667,
"USA","UNEMP","TOT","PC_LF","Q","1993-Q1",7.133333,
"USA","UNEMP","TOT","PC_LF","Q","1993-Q2",7.066667,
"USA","UNEMP","TOT","PC_LF","Q","1993-Q3",6.8,
"USA","UNEMP","TOT","PC_LF","Q","1993-Q4",6.633333,
"USA","UNEMP","TOT","PC_LF","Q","1994-Q1",6.566667,
"USA","UNEMP","TOT","PC_LF","Q","1994-Q2",6.2,
"USA","UNEMP","TOT","PC_LF","Q","1994-Q3",6,
"USA","UNEMP","TOT","PC_LF","Q","1994-Q4",5.633333,
"USA","UNEMP","TOT","PC_LF","Q","1995-Q1",5.466667,
"USA","UNEMP","TOT","PC_LF","Q","1995-Q2",5.666667,
"USA","UNEMP","TOT","PC_LF","Q","1995-Q3",5.666667,
"USA","UNEMP","TOT","PC_LF","Q","1995-Q4",5.566667,
"USA","UNEMP","TOT","PC_LF","Q","1996-Q1",5.533333,
"USA","UNEMP","TOT","PC_LF","Q","1996-Q2",5.5,
"USA","UNEMP","TOT","PC_LF","Q","1996-Q3",5.266667,
"USA","UNEMP","TOT","PC_LF","Q","1996-Q4",5.333333,
"USA","UNEMP","TOT","PC_LF","Q","1997-Q1",5.233333,
"USA","UNEMP","TOT","PC_LF","Q","1997-Q2",5,
"USA","UNEMP","TOT","PC_LF","Q","1997-Q3",4.866667,
"USA","UNEMP","TOT","PC_LF","Q","1997-Q4",4.666667,
"USA","UNEMP","TOT","PC_LF","Q","1998-Q1",4.633333,
"USA","UNEMP","TOT","PC_LF","Q","1998-Q2",4.4,
"USA","UNEMP","TOT","PC_LF","Q","1998-Q3",4.533333,
"USA","UNEMP","TOT","PC_LF","Q","1998-Q4",4.433333,
"USA","UNEMP","TOT","PC_LF","Q","1999-Q1",4.3,
"USA","UNEMP","TOT","PC_LF","Q","1999-Q2",4.266667,
"USA","UNEMP","TOT","PC_LF","Q","1999-Q3",4.233333,
"USA","UNEMP","TOT","PC_LF","Q","1999-Q4",4.066667,
"USA","UNEMP","TOT","PC_LF","Q","2000-Q1",4.033333,
"USA","UNEMP","TOT","PC_LF","Q","2000-Q2",3.933333,
"USA","UNEMP","TOT","PC_LF","Q","2000-Q3",4,
"USA","UNEMP","TOT","PC_LF","Q","2000-Q4",3.9,
"USA","UNEMP","TOT","PC_LF","Q","2001-Q1",4.233333,
"USA","UNEMP","TOT","PC_LF","Q","2001-Q2",4.4,
"USA","UNEMP","TOT","PC_LF","Q","2001-Q3",4.833333,
"USA","UNEMP","TOT","PC_LF","Q","2001-Q4",5.5,
"USA","UNEMP","TOT","PC_LF","Q","2002-Q1",5.7,
"USA","UNEMP","TOT","PC_LF","Q","2002-Q2",5.833333,
"USA","UNEMP","TOT","PC_LF","Q","2002-Q3",5.733333,
"USA","UNEMP","TOT","PC_LF","Q","2002-Q4",5.866667,
"USA","UNEMP","TOT","PC_LF","Q","2003-Q1",5.866667,
"USA","UNEMP","TOT","PC_LF","Q","2003-Q2",6.133333,
"USA","UNEMP","TOT","PC_LF","Q","2003-Q3",6.133333,
"USA","UNEMP","TOT","PC_LF","Q","2003-Q4",5.833333,
"USA","UNEMP","TOT","PC_LF","Q","2004-Q1",5.7,
"USA","UNEMP","TOT","PC_LF","Q","2004-Q2",5.6,
"USA","UNEMP","TOT","PC_LF","Q","2004-Q3",5.433333,
"USA","UNEMP","TOT","PC_LF","Q","2004-Q4",5.433333,
"USA","UNEMP","TOT","PC_LF","Q","2005-Q1",5.3,
"USA","UNEMP","TOT","PC_LF","Q","2005-Q2",5.1,
"USA","UNEMP","TOT","PC_LF","Q","2005-Q3",4.966667,
"USA","UNEMP","TOT","PC_LF","Q","2005-Q4",4.966667,
"USA","UNEMP","TOT","PC_LF","Q","2006-Q1",4.733333,
"USA","UNEMP","TOT","PC_LF","Q","2006-Q2",4.633333,
"USA","UNEMP","TOT","PC_LF","Q","2006-Q3",4.633333,
"USA","UNEMP","TOT","PC_LF","Q","2006-Q4",4.433333,
"USA","UNEMP","TOT","PC_LF","Q","2007-Q1",4.5,
