idpaper,referencia,tiporef,anoref,siglaref,idiomaref,id_referencias,ni,trad.sn
4714,"Standish Group. CHAOS Report, 2009.",R,2009,report,EN,4157,,
4714,"Wangenheim, C. G. V. et al. Systematic Literature Review of Software Process Capability/Maturity Models. SPICE - 10th International Conference on Software Process. Improvement and Capability dEtermination, Pisa/Italy, 2010.",C,2010,SPICE,EN,4158,,
4715,"Armoni, M.; Lewenstein, N.; Ben-Ari, M. Teaching students to think nondeterministically. SIGCSE Bull. ACM, New York, v. 40, n. 1, p. 4-8, mar. 2008.",O,2008,SIGCSE Bull,EN,4159,,
4715,"Aronson, R.E.; Norton, B.L.; Kegler, M.C. Achieving a ?Broad View of Health?: Findings From the California Healthy Cities and Communities Evaluation. Health Education & Behavior. SAGE, v. 34, n. 3, p. 441-452. 2007.",P,2007,HEB,EN,4160,,
4715,"Beaubouef, T.; Mason, J. Why the High Attrition Rate for Computer Science Students: Some Thoughts and Observations. SIGCSE Bull. ACM, New York, v. 37, n. 2, p. 103-106. 2005.",O,2005,SIGCSE Bull.,EN,4161,,
4715,"Bell, T.; Alexander, J.; Freeman, I.; Grimley, M. Computer Science Unplugged: school students doing real computing without computers. New Zealand Journal of Applied Computing and Information Technology, 13 (1). pp. 20-29. 2009.",P,2009,New Zealand Journal of Applied Computing and Information Technology,EN,4162,,
4715,"Berkun, S. Perspectives on User Interface Design Training. Interactions. ACM, New York, v. 9, n. 2, p. 123-125. 2002.",P,2002,ACM interactions,EN,4163,,
4715,"Bim, S.A. Obstáculos ao ensino dos métodos de avaliação da Engenharia Semiótica. Tese de Doutorado - Departamento de Informática, PUC-Rio. Rio de Janeiro, 2009.",T,2009,Doutorado,PT,4164,,
4715,"Carroll, J.M. HCI Models, Theories and Frameworks: Toward a Multidisciplinary Science. Amsterdam: Morgan Kaufmann Publishers. 2003.",L,2003,Morgan Kaufmann,EN,4165,,
4715,"Cilliers, C.B. Student perception of academic writing skills activities in a traditional programming course. Computers & Education, v. 58, issue 4, p. 1028-1041. may 2012.",P,2012,Computers & Education,EN,4166,,
4715,"Creswell, J.W. Research Design: Qualitative, Quantitative, and Mixed Methods Approaches. 3rd Edition. Thousand Oaks. SAGE Publications. 2009.",L,2009,SAGE,EN,4167,,
4715,"De Souza, C. S.; Leitão, C.F. Semiotic Engineering Methods for Scientific Research in HCI. Morgan & Claypool Publishers. 2009.",L,2009,Morgan & Claypool,EN,4168,,
4715,"De Souza, C.S. The Semiotic Engineering of HumanComputer Interaction. Cambridge, MA: The MIT Press. 2005.",L,2005,MIT Press,EN,4169,,
4715,"De Souza, C.S.; Garcia, A.C.B.; Slaviero, C.; Pinto, H.; Repenning, A. Semiotic traces of computational thinking acquisition. In Proceedings of IS-EUD 11, Springer-Verlag, Berlin, Heidelberg, p. 155-170. 2011.",C,2011,IS-EUD,EN,4170,,
4715,"De Souza, C.S.; Leitão, C.F.; Prates, R.O.; da Silva, E.J. The Semiotic Inspection Method. In: Anais do VII Simpósio sobre Fatores Humanos em Sistemas Computacionais. SBC: Natal, RN. p. 148-157. 2006.",C,2006,IHC,EN,4171,,
4715,"De Souza, C.S.; Prates, R.O.; Barbosa, S.D.J. A Method for Evaluating Software Communicability. In C.J.P. de Lucena (ed.) Monografias em Ciência da Computação. PUC-Rio Inf MCC11/99. Departamento de Informática, PUCRio. 1999.",R,1999,MCC,EN,4172,,
4715,"Kafura, D.; Tatar, D. Initial experience with a computational thinking course for computer science students. In Proceedings of SIGCSE 11. ACM, New York, NY, USA, p. 251-256. 2011.",C,2011,SIGCSE,EN,4173,,
4715,"Kramer, J. Is abstraction the key to computing? Communications of the ACM. ACM, New York, v. 50, n. 4, p. 36-42, abr. 2007.",P,2007,CACM,EN,4174,,
4715,"Leventhal, L.M.; Barnes, J.; Chao, J. Term Project User Interface Specifications in a Usability Engineering Course: Challenges and Suggestions. In Proceedings of the SIGCSE?04. ACM Press, p. 41-45. 2004.",C,2004,SIGSE,EN,4175,,
4715,"Moursund, D. Computational Thinking and Math Maturity: Improving Math Education in K-8 Schools. Avaiable at http://www.uoregon.edu/~moursund/Books/ ElMath/K8-Math.pdf. 2007",O,2007,http,EN,4176,,
4715,"Nicolaci-da-Costa, A.M.; Leitão, C.F.; Romão-Dias, D. Como conhecer usuários através do Método de Explicitação do Discurso Subjacente (MEDS). In: Anais do VI Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais. SBC: Curitiba-PR, p. 47-56. 2004.",C,2004,IHC,PT,4177,,
4715,"Or-Bach, R.; Lavy, I. Cognitive Activities of Abstraction in Object Orientation: An Empirial Study. SIGCSE Bull. ACM, New York, v. 36, n. 2, p. 82-86. 2004.",O,2004,SIGCSE Bull,EN,4178,,
4715,"Peirce, C. S. The essential Peirce (Vols. I and II). Editado por Nathan Houser e Christian Kloesel. Bloomington, IN: Indiana University Press. 1992, 1998.",L,1998,Indiana University Press,EN,4179,,
4715,"Polycarpou, I.; Pasztor, A.; Adjouadi, M. A conceptual approach to teaching induction for computer science. In Proceedings of the 39th SIGCSE Technical Symposium on Computer Science Education. SIGCSE 08. ACM, New York, p. 9-13. 2008.",C,2008,SIGCSE,EN,4180,,
4715,"Prates, R. O.; Filgueiras, L. V. L. Usability in Brazil. Global Usability ? Human-Computer Interaction Series. Douglas, I., Liu, Z (Eds), Springer. 2011.",L,2011,Human.?.?computer Interaction Series,EN,4181,,
4715,"Prates, R.O.; De Souza, C.S.; Barbosa, S.D.J. Methods and tools: A method for evaluating the communicability of user interfaces. Interactions. ACM, New York, v. 7, n. 1, p. 31-38. 2000.",P,2000,ACM interactions,EN,4182,,
4715,Seidman. I. Interviewing as Qualitative Research: a guide for researchers in Education and the Social Sciences. New York: Teachers College Press. 1998.,L,1998,Teachers College Press,EN,4183,,
4715,"Silveira, M. S.; Prates, R. O. Uma Proposta da Comunidade para o Ensino de IHC no Brasil. Anais do XV WEI, XXVII Congresso da SBC, SBC, p. 76-84. 2007.",C,2007,WEI,PT,4184,,
4715,Webster´s. Webster?s Third New International Dictionary. 1966,O,1966,Webster,EN,4185,,
4715,"Wentworth, P. Can Computational Thinking Reduce Marginalization in the Future Internet? Proceedings of the 2010 ITU-T Kaleidoscope Academic Conference. India, p. 1-5. 2010.",C,2010,ITU-T Kaleidoscope,EN,4186,,
4715,"Wolz, U.; Stone, M.; Pearson, K.; Pulimood, S.M.; Switzer, M. Computational Thinking and Expository Writing in the Middle School. Trans. Comput. Educ. 11, 2, Article 9, July 2011.",P,2011,Trans. Comput. Educ. ,EN,4187,,
4715,"Yuen, T.T. Novice?s Knowledge Construction of Difficult Concepts in CS1. SIGCSE Bull. ACM, New York, v. 39, n. 4, p. 49-53. 2007.",O,2007,SIGCSE Bull.,EN,4188,,
4716,"Barbosa, S.D.J. and Paula, M.G. (2003) ?Designing and Evaluating Interaction as Conversation: a Modeling Language based on Semiotic Engineering? In Proceedings of DSV-IS 2003, Lecture Notes in Computer Science, Vol. 2844, pp. 16?33.",C,2003,DSV-IS,EN,4189,,
4716,"Buxton, B. (2007) Sketching User Experiences: getting the design right and the right design. San Francisco, CA: Morgan Kaufmann.",L,2007,Morgan Kaufmann,EN,4190,,
4716,"Cooper, A., Reimann, R. and Cronin, D. (2007) About Face 3: The Essentials of Interaction Design. New York, NY: John Wiley & Sons.",L,2007,Wiley,EN,4191,,
4716,"Creswell, J.W. (2003) Research Design: Qualitative, Quantitative, and Mixed Methods Approaches. 2nd Edition. SAGE Publications.",L,2003,SAGE,EN,4192,,
4716,"De Souza, C.S. The Semiotic Engineering of HumanComputer Interaction. MIT Press, 2005.",L,2005,MIT Press,EN,4193,,
4716,"Dey, A.K. (2001) Understanding and Using Context. Personal and Ubiquitous Computing, Vol. 5, pp. 4?7.",P,2001,Personal and Ubiquitous Computing,EN,4194,,
4716,"Diaper, D. and Stanton, N. (2003) The Handbook of Task Analysis for Human-Computer Interaction. Mahwah, NJ: Lawrence Erlbaum Associates.",L,2003,Lawrence Erlbaum Associates,EN,4195,,
4716,"Ericsson, K.A. and Simon, H.A. (1993) Protocol Analysis: Verbal Reports as Data. Cambridge, MA: The MIT Press.",L,1993,MIT Press,EN,4196,,
4716,"Goldschmidt, G. (1998) Creative architectural design: reference versus precedence. Journal of Architectural and Planning Research, Vol. 15, Issue 3, pp. 258-270.",P,1998,JAPR,EN,4197,,
4716,"Griffith, A.L., Simpson, R., and Blatt, L.A. (1994). Interface lab: A case-based interface design assistant. In Proceedings of the tenth conference on artificial intelligence for applications, pp. 469-470.",C,1994,conference on artificial intelligence for applications,EN,4198,,
4716,"Hackos, J.T. and Redish, J.C. (1998) User and task analysis for interface design. New York, NY, John Wiley & Sons.",L,1998,JohnWiley Sons,EN,4199,,
4716,"He, W.; Wang, F.K.; Means T. and Xu, L. D. (2009) Insight into interface design of web-based case-based reasoning retrieval systems. Expert Systems with Applications, Volume 36, Issue 3, Part 2, April, pp. 7280-7287.",P,2009,Expert Systems with Applications,EN,4200,,
4716,"Kim, H. and Yoon, W.C. (2005) Supporting the cognitive process of user interface design with reusable design cases. International Journal Human-Computer Studies, Vol. 62, pp. 457?486.",P,2005,IJHCS,EN,4201,,
4716,"Kolodner, J.L. (1991) Improving Human Decision Making Through Case-based Decision Aiding. AI magazine. Vol. 12, Issue 2, pp. 52-68.",P,1991,AI magazine,EN,4202,,
4716,"Kolodner, J.L. and Leake, D. (1996) ?A Tuturial Introduction to Case-Based Reasoning?. In: Leake, D. (Ed.) Case-based reasoning: Experiences, lessons, and future directions. Menlo Park, CA: AAAI Press. pp. 32-65.",L,1996,,EN,4203,,
4716,"Lee, B., Srivastava, S., Kumar, R., Brafman, R. and Klemmer, S.R. (2010) Designing with Interactive Example Galleries. In Proceedings of the 28th international conference on Human factors in computing systems: CHI 2010, pp. 2257-2266.",C,2010,CHI,EN,4204,,
4716,"Maher, M.L. and Garza, A.G.S. (1997). Case-based Reasoning in Design. IEEE Expert, Vol. 12, Issue 2, pp. 34-41.",P,1997,IEEE Expert,EN,4205,,
4716,"May, D. and Taylor, P. (2003) Knowledge management with patterns. Communications of the ACM, Vol. 46, Issue 7, pp. 94-99.",P,2003,CACM,EN,4206,,
4716,"Norman, D.A. (1986) ?Cognitive Engineering?. In: Norman, D.A. and Draper, S.W. (Eds.) User Centered System Design. Hillsdale, NJ: Lawrence Erlbaum Associates, pp. 17?38.",L,1986,Hillsdale,EN,4207,,
4716,"Paternò, F. and Santoro, C. (2003) A Unified Method for Designing Interactive Systems Adaptable to Mobile and Stationary Platforms. Interacting With Computers, Vol. 15, Issue 3, pp. 349-366.",P,2003,IwC,EN,4208,,
4716,"Rosson, M.B. and Carroll, J.M. (2002) Scenario-Based Development of Human-Computer Interaction. San Francisco, CA: Morgan Kaufmann Publishers.",L,2002,Morgan Kaufmann,EN,4209,,
4716,"Schilit, B., Adams, N. and Want, R. (1994) Contextaware computing applications. In: Proceedings of the IEEE Workshop on Mobile Computing Systems and Applications, IEEE Press, pp. 85-90.",C,1994,IEEE Workshop on Mobile Computing Systems and Applications,EN,4210,,
4716,"Seidman, I. (1998) Interviewing as Qualitative Research: a guide for researchers in Education and the Social Sciences. New York, Teachers College Press.",L,1998,Teachers College Press,EN,4211,,
4716,"Sharp, H., Rogers, Y. and Preece, J. (2007) Interaction Design: Beyond Human-computer Interaction. Second Edition. New York, NY: John Wiley & Sons.",L,2007,Wiley,EN,4212,,
4716,"Silva, B.S. O Uso de Casos na Reflexão em Ação em Atividades de Design de IHC. PhD Thesis. Departamento de Informática. PUC-Rio, 2010.",T,2010,,PT,4213,,
4716,"Snyder, C. (2003) Paper Prototyping: the fast and easy way to design and refine user interfaces. San Francisco, CA: Morgan Kaufmann.",L,2003,Morgan Kaufmann,EN,4214,,
4716,"Sowa, J.F. (2000) Knowledge Representation: Logical, Philosophical, and Computational Foundations, Brooks Cole Publishing Co.",L,2000,Brooks Cole Publishing Co,EN,4215,,
4716,"Suchman, L.A. (1987) Plans and Situated Actions: The problem of human?machine communication. New York, NY: Cambridge University Press.",L,1987,Cambridge University Press,EN,4216,,
4716,"Watson, I. and Perera, S. (1997). Case-based design: A review and analysis of building design applications. Artificial Intelligence for Engineering, Design, Analysis and Manufacturing, Vol. 11, pp 59-87.",P,1997,"Artificial Intelligence for Engineering, Design, Analysis and Manufacturing",EN,4217,,
4717,"COSCRIPTER. Simplifying Web-based processes. Available at: http://coscripter.researchlabs.ibm.com. Access: May, 2012.",O,2012,,EN,4218,,
4717,"CRESWELL, J. W. Research design: qualitative, quantitative, and mixed methods approach. 3rd. ed. Thousand Oaks, CA: SAGE, 2009.",L,2009,SAGE,EN,4219,,
4717,"DA SILVA, W.P. Intervenção humana no ciclo do carbono. MEC, 2009. Available at: http://portaldoprofessor.mec.gov.br/fichaTecnicaAula.ht ml?aula=4157. Access: May, 2012.",O,2012,,PT,4220,,
4717,"DE SOUZA, C. S. Semiotics and Human-Computer Interaction. In: Soegaard, Mads and Dam, Rikke Friis (eds.). ?Encyclopedia of Human-Computer Interaction?. Aarhus, Denmark: The Interaction-Design.org Foundation. 2011. Available at: http://www.interactiondesign.org/encyclopedia/semiotics_and_humancomputer_interaction.html. Access: May, 2012.",L,2011,Interaction Design Foundation,EN,4221,,
4717,"DE SOUZA, C. S. The Semiotic Engineering of humancomputer interaction. Cambridge, Mass.: The MIT Press, 2005.",L,2005,MIT Press,EN,4222,,
4717,"INTRATOR, C. Using Scripts to Improve Web Accessibility. Rio de Janeiro: Pontifícia Universidade Católica do Rio de Janeiro, 2009. 105 p. Dissertation (master degree).",D,2009,Master,EN,4223,,
4717,"INTRATOR, C.; DE SOUZA, C. S. Using Web scripts to improve accessibility. IHC 08 Proceedings of the VIII Brazilian Symposium on Human Factors in Computing Systems. Porto Alegre, Brazil: Sociedade Brasileira de Computação. Oct. 2008. p. 292-295.",O,2008,IHC,EN,4224,,
4717,"LAZAR, J.; FENG, J. H.; HOCHHEISER, H. Research methods in human-computer interaction. New York: Wiley, 2010.",L,2010,WILEY,EN,4225,I,N
4717,"LEIMAN, M. Toward semiotic dialogism: The role of sign mediation in the dialogical self. Theory & Psychology, 2002, 12, 221-235.",P,2002,,EN,4226,,
4717,"LESHED, G. et al. CoScripter: automating & sharing how-to knowledge in the enterprise. CHI 08 Proceeding of the twenty-sixth annual SIGCHI conference on Human factors in computing systems. New York, NY, USA: ACM. 2008. p. 1719-1728.",C,2008,CHI,EN,4227,,
4717,"MEC. Portal do professor. Available at: http://portaldoprofessor.mec.gov.br/index.html. Access: May, 2012.",O,2012,http,PT,4228,,
4717,"MONTEIRO, I. T. Acessibilidade por diálogos de mediação: Desenvolvimento e avaliação de um assistente de navegação para a Web. Rio de Janeiro: Pontifícia Universidade Católica do Rio de Janeiro, 2011. 198 p. Dissertation (master degree).",D,2011,Master,PT,4229,,
4717,"MONTEIRO, I. T.; DE SOUZA, C. S. Embedded Cultural Features in the Design of an Accessibility Agent for the Web. Proceedings of the 14th International Conference on Human-Computer Interaction. Orlando, FL, USA. 2011.",C,2011,HCII,EN,4230,,
4717,"MOODLE. Bem-vindo a comunidade Moodle. Available at: http://moodle.org/. Access: May, 2012.",O,2012,,EN,4231,,
4717,"SENAC-SP. O que é Webquest. Available at: http://Webquest.sp.senac.br/textos/oque. Access: May, 2012.",O,2012,,PT,4232,,
4717,"SHOTTER, J. (1993). Vygotsky: The social negotiation of semiotic mediation. New Ideas in Psychology, 11, 61- 75.",P,1993,NIP,EN,4233,,
4717,"VYGOTSKY, L.S. (1986). Thought and language (A. Kozulin, Ed. and Rev.). Cambridge, MA: MIT Press.",L,1986,MIT Press,EN,4234,,
4717,WEBQUEST. Available at: http://Webquest.org/,O,,http,PT,4235,,
4718,".Freire, Fernanda M. P. e Valente, José A. Aprendendo para a vida: os computadores na sala de aula , São Paulo: Cortez Editora. 2003.",L,2003,Cortez,PT,4236,N,
4718,"Braga, Juliana Cristina, Damasceno, Rafael. Pezzuto. Leme, Rodrigo. Torres. Dotta, S. Accessibility Study of Rich Web Interface Components. ACHI 2012, The Fifth International Conference on Advances in ComputerHuman Interactions. Valencia, Espanha, Janeiro, 2012. Fonte: http://www.thinkmind.org/index.php?view=article&article id=achi_2012_3_40_20193.",C,2012,ACHI,EN,4237,,
4718,"Campbell, Larry. Trabalho e cultura: meios de fortalecimento da cidadania e do desenvolvimento humano. Revista Contato ? Conversas sobre Deficiência Visual ? Edição Especial. Ano 5, número 7 ? Dezembro de 2001.",P,2001,Contato,PT,4238,,
4718,"Fonseca, Maria Simone Silveira. O processo de inclusão dos alunos com deficiência visual total nos laboratórios de informática das escolas de canoas. Projeto de Pesquisa. Fonte:http://msimonef.wikispaces.com/PROJETO+DE+P ESQUISA. Último Acesso em: ago 2010. Silva (2009)",O,2009,http,PT,4239,,
4718,"Neto, A. S. F. Anais do V Encontro Nacional de Ensino e Pesquisa em Informação. Salvador, 28 a 30 de junho de 2004.",C,2004,EnEPI,PT,4240,,
4718,"SÁ, Elizabeth D. Acessibilidade: as pessoas cegas no itinerário da cidadania. In: Inclusão: Revista da Educação Especial. Secretaria de Educação Especial/MEC, v. 1, n.1, outubro de 2005. p. 13-18.",P,2005,Revista da Educação Especial,PT,4241,,
4718,"Santarosa, Lucila M. C. Comunicar para aprender, aprender para comunicar: Ambientes de aprendizagem 45telemáticos como alternativa. Brasília, Revista Integração, (8) 20:46-50, 1998.",P,1998,Integração,PT,4242,,
4718,"Schweitzer, Fernanda. Revista ACB: Biblioteconomia em Santa Catarina, Florianópolis, v. 12, n. 2, p. 273-285, jul./dez., 2007. Fonte: http://atbibliofurg2011.files.wordpress.com/2009/05/asociedade-e-a-informacao-para-os-deficientes-visuaisrelato-de-pesquisa.ppt",P,2009,RACB,PT,4243,,
4718,SENAI - Âmbito do Programa SENAI de Ações Inclusivas. Estudo sobre inovações tecnológicas e recursos didático-pedagógicos. Fonte: www.senai.br/psai/download/Inovações%20tecnológicas. pdf,O,,senai,PT,4244,,
4718,"Siller, F ; BRAGA, J. C. . GPS para deficentes visuais. In: Simpósio de Fatores Humanos em Sistemas Computacionais, 2010, Belo Horizonte. Anais Estendidos do IX Simpósio de Fatores Humanos em Sistemas Computacionais. Porto Alegre : Sociedade Brasileira de Computação, 2010. v. 2. p. 1-162.",C,2010,IHC,PT,4245,,
4718,"Silva, S. T. T. W. II Simpósio de comunicação tecnologia e educação cidadã. LECOTEC. 11 a 13 de novembro Bauru ? SP.",C,,Simpósio de comunicação tecnologia e educação cidadã,PT,4246,,
4718,"UTAD/GUI,, Internet para Necessidades Especiais. 1999. Fonte: http://www.bancodeescola.com/a-informatica-aoalcance-das-pessoas-cegas.htm",O,1999,http,PT,4247,,
4718,"WORLD WIDE WEB CONSORTIUM (W3C). Web Content Accessibility Guidelines 2.0, 2008. Disponível em: http://www.w3.org/TR/WCAG/. Acesso em: 26 Nov 2012.",O,2012,,EN,4248,,
4719,"Anacleto, J. C., Carvalho, A. F. P.: Improving HumanComputer Interaction by Developing Culture-sensitive Applications based on Common Sense Knowledge. Advances in Human-Computer Interaction. 1, 1--30 (2008).",P,2008,Advances in Human-Computer Interaction,EN,4249,,
4719,"Anacleto, J. C., Fels, S., Villena, J. M. R.: Design of a web-based therapist tool to promote emotional closeness. In: ACM Conference on Human Factors in Computing Systems, pp. 3565--3570. Sheridan Printing, New York (2010).",C,2010,CHI,EN,4250,,
4719,"Anacleto, J. C., Villena, J. M. R., Silvia, M. A. R., Fels, S.: Culturally Sensitive Computer Support for Creative Co-authorship of a Sex Education Game. In: Yang, C. H. S., et al. (eds.) ICEC 2010. LNCS, vol. 6243, pp. 302-307. Springer-Verlag, Berlin (2010).",C,2010,ICEC,EN,4251,,
4719,"Baranauskas, M. C. C.: Socially Aware Computing. In: International Conference on Engineering and Computer Education, pp.1--5. Buenos Aires (2009).",C,2009,International Conference on Engineering and Computer Education,EN,4252,,
4719,"Bonacin, R., Melo, A. M., Simoni, C. A. C., Baranauskas, M. C.: Accessibility and interoperability in e-government systems: outlining an inclusive development process, Universal Access in the Information Society, 2009, 1--34, (2009).",P,2009,UAIS,EN,4253,,
4719,"Choi, Y. S., Yi, J. S., Law, C. M., Jacko, J. A.: Are ?universal design resources? designed for designers? In: 8th International ACM SIGACCESS conference on Computers and accessibility, pp. 87--94. ACM, New York, (2006).",C,2006,SIGACCESS,EN,4254,,
4719,"Hartson, H. R., Castillo, J. C., Kelso, J., Neale, W. C.: Remote evaluation: the network as an extension of the usability laboratory. In: CHI?96, pp. 228?235, Vancouver, Canada (1996).",C,1996,CHI,EN,4255,,
4719,"Hayashi, E. C. S., Baranauskas, M. C. C.: Facing the digital divide in a participatory way - an exploratory study. In: IFIP TC13 Human-Computer Interaction Symposium, pp.143--154. Milan (2008).",C,2008,INTERACT,EN,4256,,
4719,"Hornung, H. H., Baranauskas, M. C. C., Tambascia, C. A.: Assistive Technologies and Techniques for Webbased egov in Developing Countries. In: International Conference on Enterprise Information Systems, pp. 248--255. Barcelona (2008).",C,2008,International Conference on Enterprise Information Systems,EN,4257,,
4719,"Instructions, Taboo. http://hasbro.com/common/instruct/Taboo(2000).PDF accessed in 08/2012",O,2012,,EN,4258,,
4719,"Medhi, I.: User-centered design for development. Interactions, 14(4), 12--14 (2007).",P,2007,Interactions,EN,4259,,
4719,"Muller, M. J.: Participatory design: the third space in HCI. In: The human-computer interaction handbook: fundamentals, evolving technologies and emerging applications, Lawrence Erlbaum Associates, Mahwah (2002).",L,2002,Lawrence Erlbaum Associates,EN,4260,,
4719,"N. C. S. University, The center for universal design, http://www.design.ncsu.edu/cud/ index.htm",O,,http,EN,4261,,
4719,"Rashid, A., Wiesebenger, J., Meder, D., Baumann, J.: Bringing developers and users close together: the 237OpenProposals story. In: PRIMIUM - Process Innovation for Enterprise Software P-151, 9-26 (2009).",O,2009,,EN,4262,,
4719,"Romani, R., Baranauskas, M. C. C.: GWIDO - Games With Interaction Design Objective. In: International Conference IADIS WWW/Internet, pp. 351--358. IADIS, Rome (2009) .",C,2009,WWW/Internet,EN,4263,,
4719,"Romani, R.; Baranauskas, M. C. C. , GWIDO - Games With Interaction Design Objective. IADIS International Journal on WWW/Internet 8,1 (2010) 1-15.",C,2010,WWW/Internet,EN,4264,,
4719,"Schuler, D., Namioka, A.: Participatory Design: Principles and Practices. Lawrence Erlbaum Associates, Mahwah (1993).",L,1993,Lawrence Erlbaum Associates,EN,4265,,
4719,"Stevens, G., Pipek, V., Wulf, V.: Appropriation infrasctructure: supporting the design of usages. In: IUS-EUD 2009 LNCS 5435, pp.50-69, 2009.",C,2009,IS-EUD,EN,4266,,
4719,"von Ahn, L., Dabbish, L. Designing games with a purpose. Communications of ACM. 51(8), 58?67 (2008).",P,2008,CACM,EN,4267,,
4719,"von Ahn, L., Dabbish, L.: Labeling images with a computer game. In: SIGCHI conference on human factors in computing systems, pp. 319--326. ACM, New York (2004).",C,2004,CHI,EN,4268,,
4719,"von Ahn, L., et al: Improving Image Search with PHETCH. In: IEEE International Conference on Acoustics, Speech and Signal Processing, pp. 1209-- 1212. IEEE Press, (2007).",C,2007,ASSP,EN,4269,,
4719,"von Ahn, L., et al: Peekaboom: A Game for Locating Objects in Images. In: Conference on Human Factors in Computing Systems, pp. 55--64. ACM, (2006).",C,2006,CHI,EN,4270,,
4719,"von Ahn, L., et al: Verbosity: A Game for Collecting Common-Sense Facts. In: Conference on Human Factors in Computing Systems, pp. 22--27. ACM, (2006).",C,2006,CHI,EN,4271,,
4719,"von Ahn, L.: Human computation. In: Sleeman, D., Barker, K. (eds.) 4th International Conference on Knowledge Capture, pp. 5--6. ACM, New York (2007).",C,2007,ICKC,EN,4272,,
4719,"von Ahn, L.Games With A Purpose. IEEE Computer Magazine, pp 96-98 (2006.).",P,2006,IEEE Computer Magazine,EN,4273,,
4720,"Barbosa, G. A. R., Corrêa, L. P. D., Prates, R. O. Análise da Sociabilidade de Comunidades Online para os Usuários Surdos: Um Estudo de Caso do Orkut. In: X Simpósio de Fatores Humanos em Sistemas Computacionais (IHC) & V Latin American Conference on Human Computer Interaction, 2011.",C,2011,IHC+CLIHC,PT,4274,,
4720,"Brajnik, G. A comparative test of web accessibility evaluation methods. In Proceedings of the 10th international ACM SIGACCESS conference on Computers and accessibility (Assets 08). ACM, New York, NY, USA, 2008, 113-120.",C,2008,ASSETS,EN,4275,,
4720,"Coutinho, F. Revisitando a acessibilidade de jogos para jogadores surdos ou com deficiência auditiva. Dissertação de Mestrado em Ciência da Computação. Departamento de Ciência da Computação (DCC), UFMG, 2012.",D,2012,Mestrado,PT,4276,,
4720,"Coutinho, F., Chaimowicz, L., Prates, R.O. An analysis of information conveyed through audio in an FPS game and its impact on deaf players experience. SBC ? Anais do SBGames?11: Trilha de Computação, 2011.",C,2011,SBGames,PT,4277,,
4720,"Coutinho, F., Prates, R.O., Chaimowicz, L. Evaluating and Investigating Game Accessibility for Deaf Players with the Semiotic Inspection Method. Workshop on Game User Research at CHI 2012, 5p. Availabe at: .",C,2012,CHI-WS,EN,4278,,
4720,"de Abreu, P. M., Prates, R., Bernardino, E. Recomendações de acessibilidade para projetos de tics para alfabetização de crianças surdas. In Anais do XXXVII Seminário Integrado de Software e Hardware, Congresso da SBC, 2010.",C,2010,SEMISH,PT,4279,,
4720,"de Souza, C. S. The Semiotic Engineering of HumanComputer Interaction. Cambridge, MA: The MIT Press, 2005.",L,2005,MIT Press,EN,4280,,
4720,"de Souza, C. S., Leitão, C. F. Semiotic engineering methods for scientific research in HCI. Princeton: NJ. Morgan & Claypool, 2009.",L,2009,Morgan & Claypool,EN,4281,,
4720,"de Souza, C. S., Leitão, C. F., Prates, R. O., Bim, S. A., da Silva, E. J. Can inspection methods generate valid new knowledge in HCI? The case of semiotic inspection. International Journal Human-Computer Studies 68, 1-2 (January 2010), 22-40.",P,2010,IJHCS,EN,4282,,
4720,"de Souza, C. S., Leitão, C. F., Prates, R. O., da Silva, E. J. The semiotic inspection method. In Proceedings of VII Brazilian symposium on Human factors in computing systems (IHC 06). ACM, New York, NY, USA, 2006, 148-157.",O,2006,IHC,EN,4283,N,
4720,e-MAG (2005). Modelo de Acessibilidade de Governo Eletrônico. Disponível em: . Acesso em Julho de 2012.,O,2012,http,PT,4284,,
4720,"Lane, H., Hoffmeister, R., Bahan, B.: A journey into the Deaf-World: Dawn Sign Press, 1996.",L,1996,DAWN SIGN PRESS,EN,4285,I,N
4720,"Leal Ferreira, S. B, Nunes, R. R. e-Usabilidade. LTC, 2008.",L,2008,LTC,PT,4286,,
4720,"Martins, S., Filgueiras, L.: Avaliando modelos de interação para comunicação de deficientes auditivos. In: Proc of IHC 2010, SBC, 2010, 193-196. 4 pages.",C,2010,IHC,PT,4287,,
4720,"Peirce, C.S. The Essential Peirce. Indiana University Press, Bloomington, 1992.",L,1992,Indiana University Press,EN,4288,,
4720,"Peixoto, R. C. Algumas considerações sobre a interface entre a língua brasileira de sinais (Libras) e a língua portuguesa na construção inicial da escrita pela criança surda. Cad.Cedes, vol .26, n. 69, 2006, 205-229.",P,2006,Cedes,PT,4289,,
4720,"Prates, R. O.; de Souza, C. S.; Barbosa, S. D. J. A method for evaluating the communicability of user interfaces. Interactions, 2000, 7:31-38.",P,2000,ACM interactions,EN,4290,,
4720,"Prates, R., Barbosa, S. Introdução à teoria e prática da interação humano-computador fundamentada na engenharia semiótica. XXVII Congresso da Sociedade Brasileira de Computação. Jornadas de Atualização em Informática (JAI), JAI/SBC, 2007, p. 263-326.",O,2007,JAI,PT,4291,,
4720,"Reis, S. de S.; Prates, R. O.; Applicability of the Semiotic Inspection Method: a Systematic Literature Review. In: X Simpósio de Fatores Humanos em Sistemas Computacionais (IHC) & V Latin American Conference on Human Computer Interaction, 2011.",C,2011,IHC+CLIHC,EN,4292,,
